# Layer-2 SF6 industrial point sources. Pull date 2026-06-03.
# US = EPA GHGRP (Envirofacts); EU = E-PRTR via EEA discodata [IED].[latest], SF6/AIR.
# GAP: China (~57% of global SF6) and most of Asia have no facility-level reporting.
facility_name,country,lat,lon,sf6_tonnes_yr,year,source_dataset,sector,notes
Associated Electric Cooperative Inc.,US,37.16376,-93.34117,0.001,2016,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Entergy (all subsidiary companies),US,29.94914,-90.07633,3.57,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Central Hudson Gas and Electric Corporation Elec T&D Equipment,US,41.690648,-73.931605,0.214,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Tucannon Switchyard,US,46.323753,-117.972437,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Grassland Switchyard,US,45.788823,-119.79989,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
New York State Electric and Gas,US,42.10469,-75.82226,0.136,2015,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Red Gate Power Plant,US,26.450628,-98.177386,,,EPA GHGRP (Envirofacts),grid_use,"subparts=C,DD"
Rochester Gas and Electric - Subpart DD,US,43.15694,-77.60186,0.026,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Basin Electric Power Cooperative,US,46.83447,-100.76678,1.529,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Sand Bluff Substation,US,32.0035,-101.2729,0.289,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Bearkat Substation,US,31.766,-101.5312,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Cottonwood Substation,US,33.7783,-100.8766,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Faraday Substation,US,32.6479,-101.3971,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Grelton Substation,US,32.1664,-101.8815,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Long Draw Substation,US,32.7213,-101.633,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Liberty Utilities Kodiak Service Center,US,37.05216,-94.405951,0.114,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Hummel Station LLC,US,40.8361,-76.825,0.008,2022,EPA GHGRP (Envirofacts),grid_use,"subparts=C,D,DD"
Sharyland Utilities L.P. North,US,32.7871,-96.80262,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Gulf Power Company Transmission and Distribution,US,30.414704,-87.202644,0.238,2021,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Indianapolis Power & Light Company,US,39.75142,-86.18121,0.068,2020,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Sacramento Municipal Utility District (SMUD)-SF6,US,38.551717,-121.429721,0.054,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Otter Tail Power Co. Transmisstion & Distribution System,US,46.28221,-96.07241,0.018,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Shell Chemical Appalachia LLC,US,40.67159,-80.336312,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
PowerSouth Transmission System,US,31.32981,-86.46757,0.064,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Montana-Dakota Utilities Co. - Electric Power System,US,46.80891,-100.7861,0.015,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Gordon Road Substation,US,42.8207003240657,-74.0022417045205,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Municipal Electric Authority of Georgia,US,33.91037,-84.43445,0.009,2021,EPA GHGRP (Envirofacts),grid_use,subparts=DD
WFEC Transmission and Distribution Facility,US,35.0840419684309,-98.2332817448473,0.224,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Mhos Substation,US,32.9063518619655,-101.0075022112,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Bernoulli Substation,US,31.7991,-101.4662,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Chugach Electric Association,US,61.1678,-149.909,0.374,2023,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Nova Prime Substation,US,33.352005282117,-100.982567528662,,,EPA GHGRP (Envirofacts),grid_use,subparts=DD
Services industriels de Genève - Activité DiE,CH,46.20669999946369,6.1041,0.001,2020,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Jaderná elektrárna Dukovany,CZ,49.08525889946878,16.1478864194444,0.002,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=None
Tyco Komenského,CZ,50.56256388836237,15.907425,0.004,2018,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=None
Semefab Ltd,GB,56.18609999950396,-3.14143,0.05,2014,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)(i)
ENEL PRODUZIONE SPA - CENTRALE DI LA CASELLA,IT,45.09088199946317,9.480333000000002,0.05,2011,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
EniPower  stabilimento di Ravenna,IT,44.44861099946323,12.236944,0.05,2022,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
"Kelvin Electronics Works, East Kilbride",GB,55.74789999950087,-4.16728,0.05,2009,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)(v)
Larkfield Electronics Works,GB,55.94379999950224,-4.83438,0.076,2018,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)(ii)
TIRRENO POWER S.p.A.,IT,42.12309999946572,11.7654,0.052,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Lafarge Tarmac Cement & Lime Ltd,GB,54.61779999949347,-6.766099999999999,0.051,2014,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=3(c)
CEA,FR,45.17999999946318,5.720000000000001,0.051,2014,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
STMICROELECTRONICS FRANCE,FR,45.2671,5.88449,0.056,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)(i)
GETTI SPECIALI SRL,IT,45.00779999946315,7.6069,0.267,2013,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)
"Raytheon Systems,Queensway Ind Est,Glenrothes",GB,56.19830999950403,-3.17004,0.052,2017,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)(v)
ALVANCE ALUMINIUM DUNKERQUE SAS,FR,51.00109999947513,2.22,0.123,2021,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(i)
Hanon Systems Auto Parts Hungary Kft.,HU,47.914529,19.116274,0.072,2023,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
EDF UNITE DE PRODUCTION THERMIQUE DU HAVRE,FR,49.47342999946987,0.13589,0.072,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
SOLVAY CHIMICA ITALIA S.P.A. ROSIGNANO,IT,43.40889999946391,10.4739,0.054,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)
ISAB S.r.l.-IGCC,IT,37.1291,15.2022,0.064,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Immingham CHP Power Station EPR/BJ8022IZ,GB,53.63656099948769,-0.23947463,0.263,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
CENTRAL TÉRMICA ALCÚDIA,ES,39.81060499947168,3.091257,0.055,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
ENEL PRODUZIONE SPA - CENTRALE A CICLO COMBINATO DI PORTO CORSINI,IT,44.4844,12.2661,0.07,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
3M BELGIUM,BE,51.23542,4.32906,0.056,2021,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(a)(ii)
Stockport Semiconductor Plant,GB,53.37661999948626,-2.1423093,0.169,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=5(c)
Solvay GmbH ,DE,49.22965,9.17603,0.31,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)
Centrale Fiume Santo,IT,40.8516,8.2991,0.07,2023,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
"Stabilimento di Agrate (ex Micron, che nei primi 5 mesi del 2013 ha gestito il complesso)",IT,45.56666699946329,9.333333,0.06,2013,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=9(c)
ENEL PRODUZIONE SPA - CENTRALE DI LERI,IT,45.25388899946319,8.1925,0.06,2012,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
ENIPOWER MANTOVA - STABILIMENTO DI MANTOVA,IT,45.14957199946317,10.834865,0.103,2016,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Enel Produzione S.p.A. - Centrale di Piombino,IT,42.95555599946443,10.604167,0.201,2010,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Indian Queens Power Ltd,GB,50.39560999947286,-4.899750000000001,0.141,2012,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
International Aluminium Casting Hultsfred AB,SE,57.50838999951394,15.83523,0.3,2017,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(d)
CENTRAL TERMICA DE ANDORRA,ES,40.99710699946819,-0.380582,0.074,2014,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Centrale Termoelettrica di Piacenza,IT,45.05416599946314,9.708332999999998,0.077,2012,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Pierburg GmbH,DE,51.30312170472405,6.28644970224283,0.08,2009,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
Grain Power Station,GB,51.44440999947693,0.7128199999999999,0.08,2016,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
"Surface Technologies Systems Plc , COEDKERNEW SEMI-CONDUCTOR GROWTH KIT MANUFACTURER",GB,51.5541999994774,-3.02922,0.08,2010,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(b)
Intel Ireland Limited,IE,53.375146,-6.513515,0.118,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=9(c)
RF360 Europe GmbH,DE,48.12169503850706,11.60833765551296,0.081,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=9(c)
ALTIS SEMICONDUCTOR,FR,48.57027777724527,2.474735,0.269,2015,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
ON SEMICONDUCTOR BELGIUM,BE,50.85873999947458,3.5959516,0.252,2016,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(f)
Rheinfelden Alloys GmbH & Co. KG,DE,47.56706026029629,7.798815848593729,0.084,2020,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
Centrale termoelettrica di Montalto di Castro,IT,42.3589,11.5338,0.088,2023,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
CENTRAL TÉRMICA DE GRANADILLA,ES,28.1221799995527,-16.573048,0.092,2021,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
SENERVAL,FR,48.51839999946735,7.78884,0.092,2014,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=5(b)
Iren Energia S.p.A.,IT,45.52694399946328,8.728333,0.092,2017,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Trespa International BV,NL,51.2408299994761,5.651570000000001,0.094,2011,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(a)
Druckguss Heidenau GmbH Sitz Dohna,DE,50.96601831971693,13.853244937073,0.094,2011,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
ABB s.r.o. PPMV Brno,CZ,49.15361111058006,16.6033333333333,0.096,2013,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(a)(viii)
JINJIANG SAM,FR,44.5590999994632,2.22723,0.1,2018,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
Prysmian Netherlands B.V.,NL,51.99662999947936,4.36453,0.104,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
CENTRAL TÉRMICA LITORAL DE ALMERÍA,ES,36.98018699948364,-1.903682,0.108,2015,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
LFoundry S.R.L.,IT,41.9964,13.4258,1.599,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=9(c)
"Enel Produzione S.P.A. Centrale della Spezia ""Eugenio Montale""",IT,44.11109999946338,9.872200000000001,0.109,2021,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
PRYSMIAN CABLES ET SYSTEMES FRANCE,FR,48.16,3.28,0.113,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
Langage Energy Centre EPR/AP3633BL,GB,50.38775799947284,-4.0102612,0.129,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
A2A GENCOGAS - CENTRALE TERMOELETTRICA SERMIDE,IT,45.02969999946316,11.2511,0.172,2021,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Electricity Supply Board (Moneypoint),IE,52.60783199948227,-9.42322,0.13,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Elektrárny Prunéřov,CZ,50.41871194,13.25870292,0.136,2022,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
STABILIMENTO VERSALIS DI PORTO TORRES,IT,40.83194399946863,8.375833,0.143,2014,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=4(a)
"Volkswagen AG,  Werk Kassel",DE,51.25436262426585,9.4386897017038,0.148,2011,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
CENTRE CEA PARIS-SACLAY - SITE DE SACLAY,FR,48.69514999946777,2.11579,0.149,2018,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Centrale Vado Ligure,IT,44.27666599946329,8.430833,0.23,2012,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Tyco Kolmá,CZ,50.571611111111,15.938641666666,0.44,2022,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=None
Centrale termoelettrica di Ostiglia,IT,45.05929999946316,11.1387,0.163,2021,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
"Honsel AG, Druckguss Nürnberg, Werk 1",DE,49.43136577996746,11.06023179138181,0.166,2008,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
ams-OSRAM AG,AT,46.977278,15.393722,0.171,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=9(c)
SILEC CABLE,FR,48.38452,2.95008,0.223,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
DGS Druckguss Systeme AG,CH,47.40509999946515,9.3028,0.208,2016,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
Sito di Catania,IT,37.437222,15.064444,0.992,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=9(c)
dgh Druckguss Heidenau GmbH Sitz Dohna,DE,50.96601530558979,13.8532837430842,0.24,2007,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
AUTOLIV ISODELTA,FR,46.61999999946409,0.11,0.255,2011,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
C.D.E. MAÓ,ES,39.896436,4.259713,0.29,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Usine de MARIGNAC,FR,42.88999999946451,0.6600000000000001,0.35,2009,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
"ON SEMICONDUCTOR CZECH REPUBLIC, s.r.o.",CZ,49.46269634,18.12017334,0.422,2022,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=None
Brabant Alucast Italy site VERRES srl a s.u.,IT,45.66169999946333,7.688299999999999,0.731,2010,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)
STMcroelectronics srl di Agrate Brianza,IT,45.5667,9.3333,1.001,2024,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=9(c)
TRW Automotive Safety Systems GmbH,DE,49.96658906186549,9.15197293917609,0.618,2013,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
CENTRALE TEMOELETTRICA DI TAVAZZANO E MONTANASO LOMBARDO,IT,45.33126999946322,9.436497,0.866,2009,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=1(c)
Alstom Grid Products/GIS/BHT-FSA,FR,45.68999999946335,5.900000000000001,0.96,2014,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(f)
Magnesium Elektron Ltd EPR/LP3536GQ,GB,53.52379699948706,-2.3124935,1.99,2019,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)
Meridian Lightweight Technologies UK,GB,53.11469999948486,-1.28028,1.51,2011,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(ii)
Magnesium Elektron,GB,53.512607999487,-2.3597613,1.85,2012,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)
Norðurál Grundartanga,IS,64.3638359995817,-21.773782,62.1,2011,E-PRTR (EEA discodata [IED].[latest]),industrial,activity=2(e)(i)
